"","V1","V2","V3"
"4825","2010-09-26 - 2010-10-02","5","stubhub acdc"
"4826","2010-10-03 - 2010-10-09","5","stubhub acdc"
"4827","2010-10-10 - 2010-10-16","0","stubhub acdc"
"4828","2010-10-17 - 2010-10-23","0","stubhub acdc"
"4829","2010-10-24 - 2010-10-30","0","stubhub acdc"
"4830","2010-10-31 - 2010-11-06","0","stubhub acdc"
"4831","2010-11-07 - 2010-11-13","0","stubhub acdc"
"4832","2010-11-14 - 2010-11-20","0","stubhub acdc"
"4833","2010-11-21 - 2010-11-27","0","stubhub acdc"
"4834","2010-11-28 - 2010-12-04","0","stubhub acdc"
"4835","2010-12-05 - 2010-12-11","0","stubhub acdc"
"4836","2010-12-12 - 2010-12-18","0","stubhub acdc"
"4837","2010-12-19 - 2010-12-25","0","stubhub acdc"
"4838","2010-12-26 - 2011-01-01","5","stubhub acdc"
"4839","2011-01-02 - 2011-01-08","10","stubhub acdc"
"4840","2011-01-09 - 2011-01-15","0","stubhub acdc"
"4841","2011-01-16 - 2011-01-22","0","stubhub acdc"
"4842","2011-01-23 - 2011-01-29","0","stubhub acdc"
"4843","2011-01-30 - 2011-02-05","0","stubhub acdc"
"4844","2011-02-06 - 2011-02-12","0","stubhub acdc"
"4845","2011-02-13 - 2011-02-19","0","stubhub acdc"
"4846","2011-02-20 - 2011-02-26","0","stubhub acdc"
"4847","2011-02-27 - 2011-03-05","0","stubhub acdc"
"4848","2011-03-06 - 2011-03-12","4","stubhub acdc"
"4849","2011-03-13 - 2011-03-19","4","stubhub acdc"
"4850","2011-03-20 - 2011-03-26","4","stubhub acdc"
"4851","2011-03-27 - 2011-04-02","4","stubhub acdc"
"4852","2011-04-03 - 2011-04-09","4","stubhub acdc"
"4853","2011-04-10 - 2011-04-16","4","stubhub acdc"
"4854","2011-04-17 - 2011-04-23","0","stubhub acdc"
"4855","2011-04-24 - 2011-04-30","0","stubhub acdc"
"4856","2011-05-01 - 2011-05-07","0","stubhub acdc"
"4857","2011-05-08 - 2011-05-14","0","stubhub acdc"
"4858","2011-05-15 - 2011-05-21","0","stubhub acdc"
"4859","2011-05-22 - 2011-05-28","0","stubhub acdc"
"4860","2011-05-29 - 2011-06-04","4","stubhub acdc"
"4861","2011-06-05 - 2011-06-11","4","stubhub acdc"
"4862","2011-06-12 - 2011-06-18","4","stubhub acdc"
"4863","2011-06-19 - 2011-06-25","4","stubhub acdc"
"4864","2011-06-26 - 2011-07-02","4","stubhub acdc"
"4865","2011-07-03 - 2011-07-09","4","stubhub acdc"
"4866","2011-07-10 - 2011-07-16","4","stubhub acdc"
"4867","2011-07-17 - 2011-07-23","4","stubhub acdc"
"4868","2011-07-24 - 2011-07-30","4","stubhub acdc"
"4869","2011-07-31 - 2011-08-06","4","stubhub acdc"
"4870","2011-08-07 - 2011-08-13","4","stubhub acdc"
"4871","2011-08-14 - 2011-08-20","4","stubhub acdc"
"4872","2011-08-21 - 2011-08-27","4","stubhub acdc"
"4873","2011-08-28 - 2011-09-03","4","stubhub acdc"
"4874","2011-09-04 - 2011-09-10","4","stubhub acdc"
"4875","2011-09-11 - 2011-09-17","4","stubhub acdc"
"4876","2011-09-18 - 2011-09-24","4","stubhub acdc"
"4877","2011-09-25 - 2011-10-01","4","stubhub acdc"
"4878","2011-10-02 - 2011-10-08","4","stubhub acdc"
"4879","2011-10-09 - 2011-10-15","4","stubhub acdc"
"4880","2011-10-16 - 2011-10-22","4","stubhub acdc"
"4881","2011-10-23 - 2011-10-29","0","stubhub acdc"
"4882","2011-10-30 - 2011-11-05","0","stubhub acdc"
"4883","2011-11-06 - 2011-11-12","0","stubhub acdc"
"4884","2011-11-13 - 2011-11-19","0","stubhub acdc"
"4885","2011-11-20 - 2011-11-26","0","stubhub acdc"
"4886","2011-11-27 - 2011-12-03","4","stubhub acdc"
"4887","2011-12-04 - 2011-12-10","0","stubhub acdc"
"4888","2011-12-11 - 2011-12-17","0","stubhub acdc"
"4889","2011-12-18 - 2011-12-24","0","stubhub acdc"
"4890","2011-12-25 - 2011-12-31","0","stubhub acdc"
"4891","2012-01-01 - 2012-01-07","0","stubhub acdc"
"4892","2012-01-08 - 2012-01-14","0","stubhub acdc"
"4893","2012-01-15 - 2012-01-21","0","stubhub acdc"
"4894","2012-01-22 - 2012-01-28","0","stubhub acdc"
"4895","2012-01-29 - 2012-02-04","0","stubhub acdc"
"4896","2012-02-05 - 2012-02-11","0","stubhub acdc"
"4897","2012-02-12 - 2012-02-18","0","stubhub acdc"
"4898","2012-02-19 - 2012-02-25","3","stubhub acdc"
"4899","2012-02-26 - 2012-03-03","0","stubhub acdc"
"4900","2012-03-04 - 2012-03-10","0","stubhub acdc"
"4901","2012-03-11 - 2012-03-17","0","stubhub acdc"
"4902","2012-03-18 - 2012-03-24","0","stubhub acdc"
"4903","2012-03-25 - 2012-03-31","0","stubhub acdc"
"4904","2012-04-01 - 2012-04-07","4","stubhub acdc"
"4905","2012-04-08 - 2012-04-14","0","stubhub acdc"
"4906","2012-04-15 - 2012-04-21","0","stubhub acdc"
"4907","2012-04-22 - 2012-04-28","0","stubhub acdc"
"4908","2012-04-29 - 2012-05-05","0","stubhub acdc"
"4909","2012-05-06 - 2012-05-12","0","stubhub acdc"
"4910","2012-05-13 - 2012-05-19","3","stubhub acdc"
"4911","2012-05-20 - 2012-05-26","3","stubhub acdc"
"4912","2012-05-27 - 2012-06-02","3","stubhub acdc"
"4913","2012-06-03 - 2012-06-09","3","stubhub acdc"
"4914","2012-06-10 - 2012-06-16","3","stubhub acdc"
"4915","2012-06-17 - 2012-06-23","3","stubhub acdc"
"4916","2012-06-24 - 2012-06-30","3","stubhub acdc"
"4917","2012-07-01 - 2012-07-07","3","stubhub acdc"
"4918","2012-07-08 - 2012-07-14","3","stubhub acdc"
"4919","2012-07-15 - 2012-07-21","3","stubhub acdc"
"4920","2012-07-22 - 2012-07-28","3","stubhub acdc"
"4921","2012-07-29 - 2012-08-04","3","stubhub acdc"
"4922","2012-08-05 - 2012-08-11","3","stubhub acdc"
"4923","2012-08-12 - 2012-08-18","0","stubhub acdc"
"4924","2012-08-19 - 2012-08-25","0","stubhub acdc"
"4925","2012-08-26 - 2012-09-01","0","stubhub acdc"
"4926","2012-09-02 - 2012-09-08","0","stubhub acdc"
"4927","2012-09-09 - 2012-09-15","0","stubhub acdc"
"4928","2012-09-16 - 2012-09-22","0","stubhub acdc"
"4929","2012-09-23 - 2012-09-29","0","stubhub acdc"
"4930","2012-09-30 - 2012-10-06","3","stubhub acdc"
"4931","2012-10-07 - 2012-10-13","3","stubhub acdc"
"4932","2012-10-14 - 2012-10-20","3","stubhub acdc"
"4933","2012-10-21 - 2012-10-27","3","stubhub acdc"
"4934","2012-10-28 - 2012-11-03","3","stubhub acdc"
"4935","2012-11-04 - 2012-11-10","3","stubhub acdc"
"4936","2012-11-11 - 2012-11-17","3","stubhub acdc"
"4937","2012-11-18 - 2012-11-24","3","stubhub acdc"
"4938","2012-11-25 - 2012-12-01","3","stubhub acdc"
"4939","2012-12-02 - 2012-12-08","3","stubhub acdc"
"4940","2012-12-09 - 2012-12-15","3","stubhub acdc"
"4941","2012-12-16 - 2012-12-22","3","stubhub acdc"
"4942","2012-12-23 - 2012-12-29","3","stubhub acdc"
"4943","2012-12-30 - 2013-01-05","0","stubhub acdc"
"4944","2013-01-06 - 2013-01-12","0","stubhub acdc"
"4945","2013-01-13 - 2013-01-19","0","stubhub acdc"
"4946","2013-01-20 - 2013-01-26","0","stubhub acdc"
"4947","2013-01-27 - 2013-02-02","0","stubhub acdc"
"4948","2013-02-03 - 2013-02-09","0","stubhub acdc"
"4949","2013-02-10 - 2013-02-16","3","stubhub acdc"
"4950","2013-02-17 - 2013-02-23","3","stubhub acdc"
"4951","2013-02-24 - 2013-03-02","4","stubhub acdc"
"4952","2013-03-03 - 2013-03-09","5","stubhub acdc"
"4953","2013-03-10 - 2013-03-16","3","stubhub acdc"
"4954","2013-03-17 - 2013-03-23","3","stubhub acdc"
"4955","2013-03-24 - 2013-03-30","3","stubhub acdc"
"4956","2013-03-31 - 2013-04-06","3","stubhub acdc"
"4957","2013-04-07 - 2013-04-13","3","stubhub acdc"
"4958","2013-04-14 - 2013-04-20","3","stubhub acdc"
"4959","2013-04-21 - 2013-04-27","3","stubhub acdc"
"4960","2013-04-28 - 2013-05-04","3","stubhub acdc"
"4961","2013-05-05 - 2013-05-11","0","stubhub acdc"
"4962","2013-05-12 - 2013-05-18","0","stubhub acdc"
"4963","2013-05-19 - 2013-05-25","0","stubhub acdc"
"4964","2013-05-26 - 2013-06-01","0","stubhub acdc"
"4965","2013-06-02 - 2013-06-08","0","stubhub acdc"
"4966","2013-06-09 - 2013-06-15","0","stubhub acdc"
"4967","2013-06-16 - 2013-06-22","0","stubhub acdc"
"4968","2013-06-23 - 2013-06-29","3","stubhub acdc"
"4969","2013-06-30 - 2013-07-06","3","stubhub acdc"
"4970","2013-07-07 - 2013-07-13","3","stubhub acdc"
"4971","2013-07-14 - 2013-07-20","3","stubhub acdc"
"4972","2013-07-21 - 2013-07-27","3","stubhub acdc"
"4973","2013-07-28 - 2013-08-03","3","stubhub acdc"
"4974","2013-08-04 - 2013-08-10","3","stubhub acdc"
"4975","2013-08-11 - 2013-08-17","3","stubhub acdc"
"4976","2013-08-18 - 2013-08-24","3","stubhub acdc"
"4977","2013-08-25 - 2013-08-31","3","stubhub acdc"
"4978","2013-09-01 - 2013-09-07","3","stubhub acdc"
"4979","2013-09-08 - 2013-09-14","3","stubhub acdc"
"4980","2013-09-15 - 2013-09-21","3","stubhub acdc"
"4981","2013-09-22 - 2013-09-28","3","stubhub acdc"
"4982","2013-09-29 - 2013-10-05","0","stubhub acdc"
"4983","2013-10-06 - 2013-10-12","0","stubhub acdc"
"4984","2013-10-13 - 2013-10-19","0","stubhub acdc"
"4985","2013-10-20 - 2013-10-26","0","stubhub acdc"
"4986","2013-10-27 - 2013-11-02","0","stubhub acdc"
"4987","2013-11-03 - 2013-11-09","2","stubhub acdc"
"4988","2013-11-10 - 2013-11-16","2","stubhub acdc"
"4989","2013-11-17 - 2013-11-23","2","stubhub acdc"
"4990","2013-11-24 - 2013-11-30","2","stubhub acdc"
"4991","2013-12-01 - 2013-12-07","2","stubhub acdc"
"4992","2013-12-08 - 2013-12-14","2","stubhub acdc"
"4993","2013-12-15 - 2013-12-21","2","stubhub acdc"
"4994","2013-12-22 - 2013-12-28","2","stubhub acdc"
"4995","2013-12-29 - 2014-01-04","2","stubhub acdc"
"4996","2014-01-05 - 2014-01-11","2","stubhub acdc"
"4997","2014-01-12 - 2014-01-18","2","stubhub acdc"
"4998","2014-01-19 - 2014-01-25","2","stubhub acdc"
"4999","2014-01-26 - 2014-02-01","2","stubhub acdc"
"5000","2014-02-02 - 2014-02-08","2","stubhub acdc"
"5001","2014-02-09 - 2014-02-15","2","stubhub acdc"
"5002","2014-02-16 - 2014-02-22","2","stubhub acdc"
"5003","2014-02-23 - 2014-03-01","2","stubhub acdc"
"5004","2014-03-02 - 2014-03-08","2","stubhub acdc"
"5005","2014-03-09 - 2014-03-15","2","stubhub acdc"
"5006","2014-03-16 - 2014-03-22","2","stubhub acdc"
"5007","2014-03-23 - 2014-03-29","2","stubhub acdc"
"5008","2014-03-30 - 2014-04-05","2","stubhub acdc"
"5009","2014-04-06 - 2014-04-12","3","stubhub acdc"
"5010","2014-04-13 - 2014-04-19","4","stubhub acdc"
"5011","2014-04-20 - 2014-04-26","0","stubhub acdc"
"5012","2014-04-27 - 2014-05-03","0","stubhub acdc"
"5013","2014-05-04 - 2014-05-10","0","stubhub acdc"
"5014","2014-05-11 - 2014-05-17","0","stubhub acdc"
"5015","2014-05-18 - 2014-05-24","0","stubhub acdc"
"5016","2014-05-25 - 2014-05-31","0","stubhub acdc"
"5017","2014-06-01 - 2014-06-07","0","stubhub acdc"
"5018","2014-06-08 - 2014-06-14","0","stubhub acdc"
"5019","2014-06-15 - 2014-06-21","0","stubhub acdc"
"5020","2014-06-22 - 2014-06-28","0","stubhub acdc"
"5021","2014-06-29 - 2014-07-05","0","stubhub acdc"
"5022","2014-07-06 - 2014-07-12","0","stubhub acdc"
"5023","2014-07-13 - 2014-07-19","0","stubhub acdc"
"5024","2014-07-20 - 2014-07-26","0","stubhub acdc"
"5025","2014-07-27 - 2014-08-02","3","stubhub acdc"
"5026","2014-08-03 - 2014-08-09","4","stubhub acdc"
"5027","2014-08-10 - 2014-08-16","5","stubhub acdc"
"5028","2014-08-17 - 2014-08-23","3","stubhub acdc"
"5029","2014-08-24 - 2014-08-30","2","stubhub acdc"
"5030","2014-08-31 - 2014-09-06","2","stubhub acdc"
"5031","2014-09-07 - 2014-09-13","2","stubhub acdc"
"5032","2014-09-14 - 2014-09-20","2","stubhub acdc"
"5033","2014-09-21 - 2014-09-27","2","stubhub acdc"
"5034","2014-09-28 - 2014-10-04","3","stubhub acdc"
"5035","2014-10-05 - 2014-10-11","2","stubhub acdc"
"5036","2014-10-12 - 2014-10-18","2","stubhub acdc"
"5037","2014-10-19 - 2014-10-25","2","stubhub acdc"
"5038","2014-10-26 - 2014-11-01","2","stubhub acdc"
"5039","2014-11-02 - 2014-11-08","2","stubhub acdc"
"5040","2014-11-09 - 2014-11-15","2","stubhub acdc"
"5041","2014-11-16 - 2014-11-22","3","stubhub acdc"
"5042","2014-11-23 - 2014-11-29","3","stubhub acdc"
"5043","2014-11-30 - 2014-12-06","4","stubhub acdc"
"5044","2014-12-07 - 2014-12-13","11","stubhub acdc"
"5045","2014-12-14 - 2014-12-20","19","stubhub acdc"
"5046","2014-12-21 - 2014-12-27","3","stubhub acdc"
"5047","2014-12-28 - 2015-01-03","4","stubhub acdc"
"5048","2015-01-04 - 2015-01-10","2","stubhub acdc"
"5049","2015-01-11 - 2015-01-17","3","stubhub acdc"
"5050","2015-01-18 - 2015-01-24","3","stubhub acdc"
"5051","2015-01-25 - 2015-01-31","4","stubhub acdc"
"5052","2015-02-01 - 2015-02-07","2","stubhub acdc"
"5053","2015-02-08 - 2015-02-14","29","stubhub acdc"
"5054","2015-02-15 - 2015-02-21","100","stubhub acdc"
"5055","2015-02-22 - 2015-02-28","20","stubhub acdc"
"5056","2015-03-01 - 2015-03-07","7","stubhub acdc"
"5057","2015-03-08 - 2015-03-14","8","stubhub acdc"
"5058","2015-03-15 - 2015-03-21","4","stubhub acdc"
"5059","2015-03-22 - 2015-03-28","6","stubhub acdc"
"5060","2015-03-29 - 2015-04-04","6","stubhub acdc"
"5061","2015-04-05 - 2015-04-11","11","stubhub acdc"
"5062","2015-04-12 - 2015-04-18","11","stubhub acdc"
"5063","2015-04-19 - 2015-04-25","11","stubhub acdc"
"5064","2015-04-26 - 2015-05-02","6","stubhub acdc"
"5065","2015-05-03 - 2015-05-09","7","stubhub acdc"
"5066","2015-05-10 - 2015-05-16","7","stubhub acdc"
"5067","2015-05-17 - 2015-05-23","7","stubhub acdc"
"5068","2015-05-24 - 2015-05-30","7","stubhub acdc"
"5069","2015-05-31 - 2015-06-06","7","stubhub acdc"
"5070","2015-06-07 - 2015-06-13","3","stubhub acdc"
"5071","2015-06-14 - 2015-06-20","7","stubhub acdc"
"5072","2015-06-21 - 2015-06-27","16","stubhub acdc"
"5073","2015-06-28 - 2015-07-04","17","stubhub acdc"
"5074","2015-07-05 - 2015-07-11","5","stubhub acdc"
"5075","2015-07-12 - 2015-07-18","8","stubhub acdc"
"5076","2015-07-19 - 2015-07-25","5","stubhub acdc"
"5077","2015-07-26 - 2015-08-01","7","stubhub acdc"
"5078","2015-08-02 - 2015-08-08","5","stubhub acdc"
"5079","2015-08-09 - 2015-08-15","19","stubhub acdc"
"5080","2015-08-16 - 2015-08-22","16","stubhub acdc"
"5081","2015-08-23 - 2015-08-29","25","stubhub acdc"
"5082","2015-08-30 - 2015-09-05","17","stubhub acdc"
"5083","2015-09-06 - 2015-09-12","14","stubhub acdc"
"5084","2015-09-13 - 2015-09-19","23","stubhub acdc"
"5085","2015-09-20 - 2015-09-26","30","stubhub acdc"
"5086","2015-09-27 - 2015-10-03","8","stubhub acdc"
"5087","2015-10-04 - 2015-10-10","2","stubhub acdc"
"5088","2015-10-11 - 2015-10-17","2","stubhub acdc"
"5089","2015-10-18 - 2015-10-24","2","stubhub acdc"
"5090","2015-10-25 - 2015-10-31","2","stubhub acdc"
"5091","2015-11-01 - 2015-11-07","2","stubhub acdc"
"5092","2015-11-08 - 2015-11-14","2","stubhub acdc"
"5093","2015-11-15 - 2015-11-21","2","stubhub acdc"
"5094","2015-11-22 - 2015-11-28","2","stubhub acdc"
"5095","2015-11-29 - 2015-12-05","2","stubhub acdc"
"5096","2015-12-06 - 2015-12-12","2","stubhub acdc"
"5097","2015-12-13 - 2015-12-19","49","stubhub acdc"
"5098","2015-12-20 - 2015-12-26","51","stubhub acdc"
"5099","2015-12-27 - 2016-01-02","33","stubhub acdc"
"5100","2016-01-03 - 2016-01-09","24","stubhub acdc"
"5101","2016-01-10 - 2016-01-16","17","stubhub acdc"
"5102","2016-01-17 - 2016-01-23","21","stubhub acdc"
"5103","2016-01-24 - 2016-01-30","20","stubhub acdc"
"5104","2016-01-31 - 2016-02-06","21","stubhub acdc"
"5105","2016-02-07 - 2016-02-13","15","stubhub acdc"
"5106","2016-02-14 - 2016-02-20","21","stubhub acdc"
"5107","2016-02-21 - 2016-02-27","30","stubhub acdc"
"5108","2016-02-28 - 2016-03-05","16","stubhub acdc"
"5109","2016-03-06 - 2016-03-12","17","stubhub acdc"
"5110","2016-03-13 - 2016-03-19","4","stubhub acdc"
"5111","2016-03-20 - 2016-03-26","5","stubhub acdc"
"5112","2016-03-27 - 2016-04-02","5","stubhub acdc"
"5113","2004-01-04 - 2004-01-10","0","stubhub billy idol"
"5114","2004-01-11 - 2004-01-17","0","stubhub billy idol"
"5115","2004-01-18 - 2004-01-24","0","stubhub billy idol"
"5116","2004-01-25 - 2004-01-31","0","stubhub billy idol"
"5117","2004-02-01 - 2004-02-07","0","stubhub billy idol"
"5118","2004-02-08 - 2004-02-14","0","stubhub billy idol"
"5119","2004-02-15 - 2004-02-21","0","stubhub billy idol"
"5120","2004-02-22 - 2004-02-28","0","stubhub billy idol"
"5121","2004-02-29 - 2004-03-06","0","stubhub billy idol"
"5122","2004-03-07 - 2004-03-13","0","stubhub billy idol"
"5123","2004-03-14 - 2004-03-20","0","stubhub billy idol"
"5124","2004-03-21 - 2004-03-27","0","stubhub billy idol"
"5125","2004-03-28 - 2004-04-03","0","stubhub billy idol"
"5126","2004-04-04 - 2004-04-10","0","stubhub billy idol"
"5127","2004-04-11 - 2004-04-17","0","stubhub billy idol"
"5128","2004-04-18 - 2004-04-24","0","stubhub billy idol"
"5129","2004-04-25 - 2004-05-01","0","stubhub billy idol"
"5130","2004-05-02 - 2004-05-08","0","stubhub billy idol"
"5131","2004-05-09 - 2004-05-15","0","stubhub billy idol"
"5132","2004-05-16 - 2004-05-22","0","stubhub billy idol"
"5133","2004-05-23 - 2004-05-29","0","stubhub billy idol"
"5134","2004-05-30 - 2004-06-05","0","stubhub billy idol"
"5135","2004-06-06 - 2004-06-12","0","stubhub billy idol"
"5136","2004-06-13 - 2004-06-19","0","stubhub billy idol"
"5137","2004-06-20 - 2004-06-26","0","stubhub billy idol"
"5138","2004-06-27 - 2004-07-03","0","stubhub billy idol"
"5139","2004-07-04 - 2004-07-10","0","stubhub billy idol"
"5140","2004-07-11 - 2004-07-17","0","stubhub billy idol"
"5141","2004-07-18 - 2004-07-24","0","stubhub billy idol"
"5142","2004-07-25 - 2004-07-31","0","stubhub billy idol"
"5143","2004-08-01 - 2004-08-07","0","stubhub billy idol"
"5144","2004-08-08 - 2004-08-14","0","stubhub billy idol"
"5145","2004-08-15 - 2004-08-21","0","stubhub billy idol"
"5146","2004-08-22 - 2004-08-28","0","stubhub billy idol"
"5147","2004-08-29 - 2004-09-04","0","stubhub billy idol"
"5148","2004-09-05 - 2004-09-11","0","stubhub billy idol"
"5149","2004-09-12 - 2004-09-18","0","stubhub billy idol"
"5150","2004-09-19 - 2004-09-25","0","stubhub billy idol"
"5151","2004-09-26 - 2004-10-02","0","stubhub billy idol"
"5152","2004-10-03 - 2004-10-09","0","stubhub billy idol"
"5153","2004-10-10 - 2004-10-16","0","stubhub billy idol"
"5154","2004-10-17 - 2004-10-23","0","stubhub billy idol"
"5155","2004-10-24 - 2004-10-30","0","stubhub billy idol"
"5156","2004-10-31 - 2004-11-06","0","stubhub billy idol"
"5157","2004-11-07 - 2004-11-13","0","stubhub billy idol"
"5158","2004-11-14 - 2004-11-20","0","stubhub billy idol"
"5159","2004-11-21 - 2004-11-27","0","stubhub billy idol"
"5160","2004-11-28 - 2004-12-04","0","stubhub billy idol"
"5161","2004-12-05 - 2004-12-11","0","stubhub billy idol"
"5162","2004-12-12 - 2004-12-18","0","stubhub billy idol"
"5163","2004-12-19 - 2004-12-25","0","stubhub billy idol"
"5164","2004-12-26 - 2005-01-01","0","stubhub billy idol"
"5165","2005-01-02 - 2005-01-08","0","stubhub billy idol"
"5166","2005-01-09 - 2005-01-15","0","stubhub billy idol"
"5167","2005-01-16 - 2005-01-22","0","stubhub billy idol"
"5168","2005-01-23 - 2005-01-29","0","stubhub billy idol"
"5169","2005-01-30 - 2005-02-05","0","stubhub billy idol"
"5170","2005-02-06 - 2005-02-12","0","stubhub billy idol"
"5171","2005-02-13 - 2005-02-19","0","stubhub billy idol"
"5172","2005-02-20 - 2005-02-26","0","stubhub billy idol"
"5173","2005-02-27 - 2005-03-05","0","stubhub billy idol"
"5174","2005-03-06 - 2005-03-12","0","stubhub billy idol"
"5175","2005-03-13 - 2005-03-19","0","stubhub billy idol"
"5176","2005-03-20 - 2005-03-26","0","stubhub billy idol"
"5177","2005-03-27 - 2005-04-02","0","stubhub billy idol"
"5178","2005-04-03 - 2005-04-09","0","stubhub billy idol"
"5179","2005-04-10 - 2005-04-16","0","stubhub billy idol"
"5180","2005-04-17 - 2005-04-23","0","stubhub billy idol"
"5181","2005-04-24 - 2005-04-30","0","stubhub billy idol"
"5182","2005-05-01 - 2005-05-07","0","stubhub billy idol"
"5183","2005-05-08 - 2005-05-14","0","stubhub billy idol"
"5184","2005-05-15 - 2005-05-21","0","stubhub billy idol"
"5185","2005-05-22 - 2005-05-28","0","stubhub billy idol"
"5186","2005-05-29 - 2005-06-04","0","stubhub billy idol"
"5187","2005-06-05 - 2005-06-11","0","stubhub billy idol"
"5188","2005-06-12 - 2005-06-18","0","stubhub billy idol"
"5189","2005-06-19 - 2005-06-25","0","stubhub billy idol"
"5190","2005-06-26 - 2005-07-02","0","stubhub billy idol"
"5191","2005-07-03 - 2005-07-09","0","stubhub billy idol"
"5192","2005-07-10 - 2005-07-16","0","stubhub billy idol"
"5193","2005-07-17 - 2005-07-23","0","stubhub billy idol"
"5194","2005-07-24 - 2005-07-30","0","stubhub billy idol"
"5195","2005-07-31 - 2005-08-06","0","stubhub billy idol"
"5196","2005-08-07 - 2005-08-13","0","stubhub billy idol"
"5197","2005-08-14 - 2005-08-20","0","stubhub billy idol"
"5198","2005-08-21 - 2005-08-27","0","stubhub billy idol"
"5199","2005-08-28 - 2005-09-03","0","stubhub billy idol"
"5200","2005-09-04 - 2005-09-10","0","stubhub billy idol"
"5201","2005-09-11 - 2005-09-17","0","stubhub billy idol"
"5202","2005-09-18 - 2005-09-24","0","stubhub billy idol"
"5203","2005-09-25 - 2005-10-01","0","stubhub billy idol"
"5204","2005-10-02 - 2005-10-08","0","stubhub billy idol"
"5205","2005-10-09 - 2005-10-15","0","stubhub billy idol"
"5206","2005-10-16 - 2005-10-22","0","stubhub billy idol"
"5207","2005-10-23 - 2005-10-29","0","stubhub billy idol"
"5208","2005-10-30 - 2005-11-05","0","stubhub billy idol"
"5209","2005-11-06 - 2005-11-12","0","stubhub billy idol"
"5210","2005-11-13 - 2005-11-19","0","stubhub billy idol"
"5211","2005-11-20 - 2005-11-26","0","stubhub billy idol"
"5212","2005-11-27 - 2005-12-03","0","stubhub billy idol"
"5213","2005-12-04 - 2005-12-10","0","stubhub billy idol"
"5214","2005-12-11 - 2005-12-17","0","stubhub billy idol"
"5215","2005-12-18 - 2005-12-24","0","stubhub billy idol"
"5216","2005-12-25 - 2005-12-31","0","stubhub billy idol"
"5217","2006-01-01 - 2006-01-07","0","stubhub billy idol"
"5218","2006-01-08 - 2006-01-14","0","stubhub billy idol"
"5219","2006-01-15 - 2006-01-21","0","stubhub billy idol"
"5220","2006-01-22 - 2006-01-28","0","stubhub billy idol"
"5221","2006-01-29 - 2006-02-04","0","stubhub billy idol"
"5222","2006-02-05 - 2006-02-11","0","stubhub billy idol"
"5223","2006-02-12 - 2006-02-18","0","stubhub billy idol"
"5224","2006-02-19 - 2006-02-25","0","stubhub billy idol"
"5225","2006-02-26 - 2006-03-04","0","stubhub billy idol"
"5226","2006-03-05 - 2006-03-11","0","stubhub billy idol"
"5227","2006-03-12 - 2006-03-18","0","stubhub billy idol"
"5228","2006-03-19 - 2006-03-25","0","stubhub billy idol"
"5229","2006-03-26 - 2006-04-01","0","stubhub billy idol"
"5230","2006-04-02 - 2006-04-08","0","stubhub billy idol"
"5231","2006-04-09 - 2006-04-15","0","stubhub billy idol"
"5232","2006-04-16 - 2006-04-22","0","stubhub billy idol"
"5233","2006-04-23 - 2006-04-29","0","stubhub billy idol"
"5234","2006-04-30 - 2006-05-06","0","stubhub billy idol"
"5235","2006-05-07 - 2006-05-13","0","stubhub billy idol"
"5236","2006-05-14 - 2006-05-20","0","stubhub billy idol"
"5237","2006-05-21 - 2006-05-27","0","stubhub billy idol"
"5238","2006-05-28 - 2006-06-03","0","stubhub billy idol"
"5239","2006-06-04 - 2006-06-10","0","stubhub billy idol"
"5240","2006-06-11 - 2006-06-17","0","stubhub billy idol"
"5241","2006-06-18 - 2006-06-24","0","stubhub billy idol"
"5242","2006-06-25 - 2006-07-01","0","stubhub billy idol"
"5243","2006-07-02 - 2006-07-08","0","stubhub billy idol"
"5244","2006-07-09 - 2006-07-15","0","stubhub billy idol"
"5245","2006-07-16 - 2006-07-22","0","stubhub billy idol"
"5246","2006-07-23 - 2006-07-29","0","stubhub billy idol"
"5247","2006-07-30 - 2006-08-05","0","stubhub billy idol"
"5248","2006-08-06 - 2006-08-12","0","stubhub billy idol"
"5249","2006-08-13 - 2006-08-19","0","stubhub billy idol"
"5250","2006-08-20 - 2006-08-26","0","stubhub billy idol"
"5251","2006-08-27 - 2006-09-02","0","stubhub billy idol"
"5252","2006-09-03 - 2006-09-09","0","stubhub billy idol"
"5253","2006-09-10 - 2006-09-16","0","stubhub billy idol"
"5254","2006-09-17 - 2006-09-23","0","stubhub billy idol"
"5255","2006-09-24 - 2006-09-30","0","stubhub billy idol"
"5256","2006-10-01 - 2006-10-07","0","stubhub billy idol"
"5257","2006-10-08 - 2006-10-14","0","stubhub billy idol"
"5258","2006-10-15 - 2006-10-21","0","stubhub billy idol"
"5259","2006-10-22 - 2006-10-28","0","stubhub billy idol"
"5260","2006-10-29 - 2006-11-04","0","stubhub billy idol"
"5261","2006-11-05 - 2006-11-11","0","stubhub billy idol"
"5262","2006-11-12 - 2006-11-18","0","stubhub billy idol"
"5263","2006-11-19 - 2006-11-25","0","stubhub billy idol"
"5264","2006-11-26 - 2006-12-02","0","stubhub billy idol"
"5265","2006-12-03 - 2006-12-09","0","stubhub billy idol"
"5266","2006-12-10 - 2006-12-16","0","stubhub billy idol"
"5267","2006-12-17 - 2006-12-23","0","stubhub billy idol"
"5268","2006-12-24 - 2006-12-30","0","stubhub billy idol"
"5269","2006-12-31 - 2007-01-06","0","stubhub billy idol"
"5270","2007-01-07 - 2007-01-13","0","stubhub billy idol"
